symbol,edge_name,category,horizon_bars,direction,n_signals,hit_rate,mean_return_bps,std_return_bps,sharpe,t_stat,p_value,expectancy_bps,edge_score,sample_pct
MDY,rsi_oversold_30,MEAN_REV,390,long,235,0.6766,408.52,721.97,1.16,8.674,0.0,96001.7,8.674,4.63
XLRE,rvol_high_decile,VOL_REGIME,100,long,507,0.6312,185.5,481.54,1.559,8.674,0.0,94048.8,8.674,10.0
XLC,vol_compression_then_expansion,GAMMA_PROXY,20,long,1035,0.6184,32.33,119.92,2.44,8.673,0.0,33460.7,8.673,20.41
XLI,stack_open_strong_momo,STACK,390,long,191,0.733,418.7,667.94,1.285,8.663,0.0,79972.4,8.663,3.77
XLU,vol_spike_2sd,VOLUME,390,long,273,0.6886,314.31,599.78,1.074,8.659,0.0,85807.6,8.659,5.38
XLP,tod_lunch_lull,TIME_OF_DAY,390,long,1335,0.5775,115.32,486.67,0.486,8.658,0.0,153955.8,8.658,26.32
HYG,momo_acceleration_pos,MOMENTUM,100,long,548,0.6861,45.34,122.6,1.497,8.658,0.0,24847.9,8.658,10.8
ES=F,tick_imb_positive,ORDERFLOW,100,long,2656,0.6295,34.54,205.6,0.68,8.658,0.0,91739.1,8.658,19.42
SPY,vol_dry_neg2sd,VOLUME,100,long,596,0.703,117.11,330.3,1.435,8.656,0.0,69799.3,8.656,11.76
QQQ,tod_power_hour,TIME_OF_DAY,100,long,955,0.6471,119.78,427.73,1.133,8.654,0.0,114388.8,8.654,18.84
GLD,outside_bar_close_high,STRUCTURE,390,long,100,0.84,677.0,782.45,1.773,8.652,0.0,67700.1,8.652,1.97
QQQ,rsi_overbought_70,MEAN_REV,20,long,685,0.6496,47.85,144.97,2.987,8.639,0.0,32777.8,8.639,13.51
SLV,momo_acceleration_neg,MOMENTUM,100,long,2364,0.558,186.51,1049.92,0.719,8.637,0.0,440899.4,8.637,46.65
XLI,outside_bar_close_low,STRUCTURE,390,long,159,0.7358,482.08,704.52,1.402,8.628,0.0,76650.5,8.628,3.13
SI=F,close_at_high,ORDERFLOW,100,long,1837,0.6206,118.33,587.87,0.815,8.627,0.0,217366.1,8.627,13.4
^VIX,vol_compression_then_expansion,GAMMA_PROXY,20,long,2135,0.5316,127.45,682.71,1.689,8.626,0.0,272103.5,8.626,21.43
SPY,tick_imb_positive,ORDERFLOW,100,long,972,0.677,99.18,358.67,1.119,8.621,0.0,96403.8,8.621,19.18
AUDUSD=X,dow_friday,TIME_OF_DAY,390,long,3209,0.5675,29.92,196.62,0.312,8.619,0.0,95997.6,8.619,18.52
QQQ,dow_friday,TIME_OF_DAY,20,long,1016,0.6132,45.7,169.13,2.445,8.612,0.0,46428.1,8.612,20.04
IEF,stack_overbought_downtrend,STACK,100,short,184,0.663,82.64,130.44,2.564,8.594,0.0,15205.6,8.594,3.63
XLV,rvol_high_decile,VOL_REGIME,390,long,519,0.6628,214.84,570.11,0.772,8.585,0.0,111502.2,8.585,10.23
SHY,trend_below_50sma,MOMENTUM,20,long,2218,0.5992,3.28,17.99,1.648,8.575,0.0,7266.6,8.575,43.72
MDY,rvol_above_iv_proxy,GAMMA_PROXY,390,long,296,0.7669,293.6,589.08,1.021,8.575,0.0,86905.2,8.575,5.84
SPY,momo_acceleration_neg,MOMENTUM,20,long,1958,0.6369,26.99,139.3,1.754,8.574,0.0,52846.7,8.574,38.63
HG=F,tod_european_open,TIME_OF_DAY,390,long,1159,0.6618,178.57,709.27,0.516,8.571,0.0,206960.6,8.571,8.45
RTY=F,cvd_falling_strong,ORDERFLOW,100,long,2799,0.5373,45.52,281.28,0.655,8.561,0.0,127400.1,8.561,20.42
GLD,rsi_extreme_low_20,MEAN_REV,100,long,54,0.8148,418.06,359.15,4.711,8.554,0.0,22575.0,8.554,1.07
QQQ,tod_open_hour,TIME_OF_DAY,100,long,714,0.6667,140.19,438.11,1.295,8.551,0.0,100099.0,8.551,14.09
GC=F,momo_5d_strong_down,MOMENTUM,390,long,500,0.664,227.74,595.54,0.784,8.551,0.0,113869.5,8.551,3.64
HG=F,tod_lunch_lull,TIME_OF_DAY,390,long,1167,0.6632,177.56,709.6,0.513,8.548,0.0,207208.6,8.548,8.51
HG=F,tod_power_hour,TIME_OF_DAY,390,long,1154,0.6612,176.75,702.58,0.516,8.546,0.0,203971.5,8.546,8.42
XLRE,stack_orderflow_trend_align,STACK,390,long,334,0.6257,268.16,573.61,0.958,8.544,0.0,89565.4,8.544,6.59
XLF,rsi_overbought_70,MEAN_REV,390,long,510,0.6725,255.42,675.63,0.775,8.538,0.0,130264.9,8.538,10.04
RTY=F,vol_compression_then_expansion,GAMMA_PROXY,100,long,2927,0.5777,42.77,271.18,0.638,8.533,0.0,125189.0,8.533,21.36
XLF,vol_spike_2sd,VOLUME,390,long,250,0.728,335.07,621.14,1.106,8.529,0.0,83767.5,8.529,4.92
XLK,range_spike,VOL_REGIME,390,long,227,0.7181,552.98,976.97,1.16,8.528,0.0,125525.8,8.528,4.48
SHY,vol_compression_then_expansion,GAMMA_PROXY,390,long,1018,0.5658,17.99,67.32,0.548,8.525,0.0,18310.5,8.525,20.07
DIA,outside_bar_close_low,STRUCTURE,390,long,143,0.7692,373.05,523.46,1.461,8.522,0.0,53346.4,8.522,2.82
DBC,tod_lunch_lull,TIME_OF_DAY,390,long,1335,0.5843,197.11,845.31,0.478,8.52,0.0,263136.5,8.52,26.32
QQQ,inside_bar,STRUCTURE,100,long,717,0.6695,136.4,428.79,1.287,8.518,0.0,97798.8,8.518,14.14
BTC-USD,rvol_high_decile,VOL_REGIME,390,long,2075,0.5793,211.82,1133.21,0.383,8.515,0.0,439536.6,8.515,11.87
DIA,bbz_above_2,MEAN_REV,390,long,263,0.7376,276.29,526.18,1.076,8.515,0.0,72663.0,8.515,5.19
XLRE,rvol_low_decile,VOL_REGIME,390,long,436,0.5642,221.65,543.69,0.835,8.512,0.0,96637.6,8.512,8.6
XLV,rvol_low_decile,VOL_REGIME,100,long,457,0.6958,92.65,232.68,1.611,8.512,0.0,42339.6,8.512,9.01
RTY=F,tod_power_hour,TIME_OF_DAY,390,long,1152,0.6528,123.73,493.41,0.514,8.511,0.0,142539.1,8.511,8.41
DIA,stack_overbought_downtrend,STACK,20,long,137,0.7518,53.46,73.56,6.577,8.506,0.0,7324.4,8.506,2.7
XLY,rsi_oversold_30,MEAN_REV,390,long,276,0.7246,414.95,810.66,1.049,8.504,0.0,114525.3,8.504,5.44
QQQ,rsi_extreme_high_80,MEAN_REV,20,long,122,0.7541,91.93,119.61,6.956,8.49,0.0,11215.9,8.49,2.41
SPY,stack_volspike_powerhour,STACK,390,long,184,0.7609,364.51,582.84,1.282,8.483,0.0,67069.6,8.483,3.63
DBC,tick_imb_negative,ORDERFLOW,100,long,971,0.5942,94.88,348.6,1.102,8.481,0.0,92130.9,8.481,19.14
XLI,momo_5d_strong_down,MOMENTUM,100,long,388,0.6804,185.92,432.44,1.74,8.469,0.0,72136.8,8.469,7.65
XLF,dow_friday,TIME_OF_DAY,100,long,1003,0.6181,94.34,352.86,1.082,8.467,0.0,94625.7,8.467,19.75
HG=F,momo_acceleration_neg,MOMENTUM,100,long,4672,0.5756,45.1,364.34,0.501,8.461,0.0,210701.1,8.461,34.08
XLY,close_at_low,ORDERFLOW,390,long,566,0.6484,315.19,886.56,0.729,8.458,0.0,178398.0,8.458,11.16
XLI,trend_above_50sma,MOMENTUM,20,long,2925,0.586,24.12,154.25,1.415,8.457,0.0,70548.5,8.457,57.67
CL=F,vol_compression_then_expansion,GAMMA_PROXY,100,long,2904,0.5396,67.35,430.05,0.634,8.439,0.0,195580.2,8.439,21.54
XLK,rsi_overbought_70,MEAN_REV,100,long,737,0.6418,174.64,561.92,1.258,8.437,0.0,128707.3,8.437,14.53
USO,dow_monday,TIME_OF_DAY,390,long,887,0.5254,603.78,2131.59,0.58,8.436,0.0,535553.6,8.436,17.49
CL=F,momo_5d_strong_down,MOMENTUM,390,long,1463,0.5031,227.59,1032.14,0.452,8.434,0.0,332967.4,8.434,10.85
NQ=F,tod_open_hour,TIME_OF_DAY,390,long,581,0.6902,169.92,485.74,0.717,8.432,0.0,98722.8,8.432,4.25
USDJPY=X,vol_compression_then_expansion,GAMMA_PROXY,20,long,3830,0.5856,6.88,50.51,1.233,8.43,0.0,26351.5,8.43,22.36
SPY,inside_bar,STRUCTURE,100,long,597,0.7085,115.06,333.56,1.396,8.429,0.0,68693.4,8.429,11.78
XLRE,momo_acceleration_neg,MOMENTUM,390,long,1639,0.5339,139.48,670.77,0.426,8.418,0.0,228607.2,8.418,32.31
XLC,inside_bar,STRUCTURE,100,long,683,0.6589,111.17,345.15,1.304,8.418,0.0,75929.9,8.418,13.47
MDY,golden_cross_state,MOMENTUM,100,long,2856,0.5973,52.09,330.8,0.637,8.416,0.0,148782.9,8.416,56.31
GBPUSD=X,rvol_low_decile,VOL_REGIME,390,long,1791,0.5528,30.47,153.31,0.407,8.41,0.0,54565.4,8.41,10.39
XLK,stack_overbought_downtrend,STACK,390,long,182,0.8352,566.63,909.55,1.277,8.404,0.0,103127.0,8.404,3.59
RTY=F,tod_lunch_lull,TIME_OF_DAY,390,long,1163,0.6518,122.64,497.83,0.505,8.401,0.0,142626.0,8.401,8.49
DIA,rvol_above_iv_proxy,GAMMA_PROXY,390,long,318,0.7013,261.32,554.85,0.965,8.398,0.0,83098.3,8.398,6.27
XLE,vol_compression_then_expansion,GAMMA_PROXY,20,long,955,0.6482,52.82,194.38,2.459,8.398,0.0,50446.5,8.398,18.83
YM=F,momo_5d_strong_down,MOMENTUM,390,long,256,0.6875,226.23,431.34,1.075,8.392,0.0,57915.2,8.392,1.87
GC=F,tod_power_hour,TIME_OF_DAY,100,long,1180,0.6195,67.03,274.4,0.989,8.391,0.0,79091.7,8.391,8.6
^VIX,death_cross_state,MOMENTUM,20,long,5166,0.4971,83.35,715.67,1.054,8.371,0.0,430590.8,8.371,51.86
XLC,death_cross_state,MOMENTUM,20,long,1537,0.6435,46.35,217.1,1.932,8.371,0.0,71247.5,8.371,30.3
YM=F,vol_dry_neg2sd,VOLUME,390,long,116,0.8276,255.5,328.84,1.592,8.368,0.0,29637.4,8.368,0.85
DIA,rsi_overbought_70,MEAN_REV,390,long,509,0.6974,209.55,565.15,0.76,8.365,0.0,106658.9,8.365,10.04
UNG,cvd_falling_strong,ORDERFLOW,100,short,1013,0.612,280.78,1068.4,1.064,8.364,0.0,284429.3,8.364,19.97
^VIX,rvol_low_decile,VOL_REGIME,20,long,1213,0.5556,152.76,636.18,2.173,8.363,0.0,185297.0,8.363,12.18
XLP,stack_orderflow_trend_align,STACK,390,long,350,0.68,162.31,363.69,0.915,8.349,0.0,56807.3,8.349,6.9
NG=F,trend_below_50sma,MOMENTUM,100,long,6947,0.4881,96.49,963.42,0.405,8.348,0.0,670349.8,8.348,51.57
DIA,range_spike,VOL_REGIME,390,long,245,0.7265,290.91,545.53,1.093,8.347,0.0,71273.5,8.347,4.83
XLY,range_contraction,VOL_REGIME,390,long,397,0.6725,356.22,850.54,0.858,8.345,0.0,141420.3,8.345,7.83
GC=F,tod_lunch_lull,TIME_OF_DAY,100,long,1193,0.6295,65.56,271.42,0.978,8.342,0.0,78209.3,8.342,8.7
XLC,dow_monday,TIME_OF_DAY,100,long,948,0.634,100.66,371.8,1.096,8.336,0.0,95427.3,8.336,18.69
XLK,golden_cross_state,MOMENTUM,20,long,3185,0.5673,31.75,215.02,1.336,8.333,0.0,101119.7,8.333,62.8
XLK,stack_oversold_uptrend,STACK,390,long,154,0.7403,501.16,746.48,1.376,8.331,0.0,77178.4,8.331,3.04
XLF,bbz_below_2,MEAN_REV,390,long,215,0.7349,383.11,674.56,1.164,8.328,0.0,82369.1,8.328,4.23
XLK,dow_friday,TIME_OF_DAY,20,long,1018,0.5963,54.98,210.73,2.361,8.325,0.0,55973.6,8.325,20.07
XLV,rsi_oversold_30,MEAN_REV,390,long,323,0.7276,272.0,587.31,0.949,8.323,0.0,87855.3,8.323,6.37
GC=F,close_at_high,ORDERFLOW,100,long,1726,0.6066,55.87,279.33,0.81,8.31,0.0,96439.7,8.31,12.58
XLU,momo_5d_strong_down,MOMENTUM,100,long,472,0.6377,133.39,348.82,1.548,8.308,0.0,62959.2,8.308,9.31
XLK,dow_monday,TIME_OF_DAY,100,long,948,0.6086,158.15,586.55,1.091,8.302,0.0,149930.3,8.302,18.69
CPER,death_cross_state,MOMENTUM,20,long,1887,0.576,42.18,220.77,1.729,8.299,0.0,79591.5,8.299,37.29
YM=F,momo_5d_strong_up,MOMENTUM,390,long,233,0.7468,189.03,347.86,1.114,8.295,0.0,44042.9,8.295,1.7
XLI,rsi_oversold_30,MEAN_REV,390,long,192,0.6458,484.29,809.92,1.225,8.285,0.0,92983.2,8.285,3.79
USDJPY=X,golden_cross_state,MOMENTUM,100,long,9634,0.5787,8.62,102.13,0.342,8.285,0.0,83046.5,8.285,56.24
SHY,trend_above_50sma,MOMENTUM,390,long,2640,0.5212,12.31,76.37,0.33,8.283,0.0,32502.9,8.283,52.04
HYG,dow_friday,TIME_OF_DAY,390,long,948,0.5844,54.63,203.15,0.551,8.28,0.0,51791.3,8.28,18.69
NG=F,close_at_low,ORDERFLOW,390,long,1405,0.5886,383.36,1739.26,0.452,8.262,0.0,538622.4,8.262,10.43
XLE,momo_5d_strong_up,MOMENTUM,390,long,751,0.5846,291.52,967.32,0.618,8.259,0.0,218930.8,8.259,14.81
YM=F,vol_compression_then_expansion,GAMMA_PROXY,390,long,2813,0.6769,45.96,295.44,0.319,8.251,0.0,129288.6,8.251,20.58
RTY=F,tod_european_open,TIME_OF_DAY,390,long,1157,0.6413,120.58,497.61,0.497,8.242,0.0,139507.6,8.242,8.44
XLY,inside_bar,STRUCTURE,390,long,664,0.6596,262.65,821.69,0.655,8.237,0.0,174396.5,8.237,13.09
DIA,golden_cross_state,MOMENTUM,20,long,3267,0.5724,16.45,114.16,1.304,8.234,0.0,53726.9,8.234,64.46
SI=F,stack_orderflow_trend_align,STACK,390,long,1160,0.569,316.25,1310.18,0.495,8.221,0.0,366851.2,8.221,8.46
DIA,rvol_low_decile,VOL_REGIME,100,long,546,0.7051,93.96,267.45,1.422,8.209,0.0,51300.6,8.209,10.77
SPY,stack_open_strong_momo,STACK,390,long,161,0.8199,418.99,647.71,1.326,8.208,0.0,67458.1,8.208,3.18
DIA,dow_monday,TIME_OF_DAY,100,long,948,0.6783,84.14,315.7,1.079,8.206,0.0,79761.2,8.206,18.71
RTY=F,momo_5d_strong_up,MOMENTUM,390,long,722,0.6302,159.96,523.84,0.626,8.205,0.0,115488.0,8.205,5.27
XLP,momo_acceleration_neg,MOMENTUM,390,long,1491,0.5956,100.5,473.11,0.435,8.202,0.0,149844.9,8.202,29.4
DBC,cvd_falling_strong,ORDERFLOW,100,long,1015,0.5793,109.53,425.66,1.041,8.198,0.0,111172.7,8.198,20.01
XLF,momo_acceleration_neg,MOMENTUM,100,long,2020,0.6203,64.48,353.68,0.738,8.193,0.0,130241.0,8.193,39.78
MDY,vol_dry_neg2sd,VOLUME,390,long,390,0.7385,303.32,731.29,0.85,8.191,0.0,118294.2,8.191,7.69
CPER,vol_compression_then_expansion,GAMMA_PROXY,20,long,914,0.6007,59.01,218.01,2.45,8.184,0.0,53939.5,8.184,18.06
NQ=F,tick_imb_negative,ORDERFLOW,20,long,2931,0.5786,19.87,131.5,1.368,8.182,0.0,58249.5,8.182,21.43
SPY,outside_bar_close_high,STRUCTURE,390,long,128,0.8125,436.44,604.41,1.48,8.17,0.0,55864.8,8.17,2.53
ES=F,trend_below_50sma,MOMENTUM,20,long,5467,0.5744,13.39,121.22,1.0,8.167,0.0,73201.7,8.167,39.97
^VIX,tod_overnight_close,TIME_OF_DAY,390,long,249,0.7108,1446.5,2795.44,1.06,8.165,0.0,360177.3,8.165,2.5
TLT,dow_midweek,TIME_OF_DAY,390,short,2847,0.6108,86.61,566.71,0.313,8.154,0.0,246566.6,8.154,56.12
CL=F,death_cross_state,MOMENTUM,20,long,6322,0.5517,20.61,201.06,0.928,8.152,0.0,130328.0,8.152,46.9
XLF,rvol_above_iv_proxy,GAMMA_PROXY,390,long,324,0.6914,295.06,651.81,0.928,8.148,0.0,95600.3,8.148,6.38
SPY,close_at_high,ORDERFLOW,100,long,721,0.6907,93.53,308.31,1.228,8.145,0.0,67433.7,8.145,14.23
XLC,trend_above_50sma,MOMENTUM,20,long,3013,0.5752,21.62,145.88,1.341,8.136,0.0,65145.6,8.136,59.4
QQQ,stack_orderflow_trend_align,STACK,100,long,551,0.6842,124.92,360.51,1.402,8.134,0.0,68832.9,8.134,10.87
BTC-USD,golden_cross_state,MOMENTUM,390,long,8863,0.5072,76.44,884.63,0.177,8.134,0.0,677453.3,8.134,50.72
SPY,rsi_oversold_30,MEAN_REV,100,long,188,0.766,267.75,451.58,2.4,8.13,0.0,50337.7,8.13,3.71
HG=F,cvd_rising_strong,ORDERFLOW,100,long,2847,0.595,56.95,374.08,0.616,8.123,0.0,162140.2,8.123,20.77
XLU,rvol_above_iv_proxy,GAMMA_PROXY,390,long,347,0.6542,268.49,616.4,0.893,8.114,0.0,93166.7,8.114,6.84
IWM,trend_above_50sma,MOMENTUM,100,long,2701,0.6053,74.62,478.14,0.632,8.111,0.0,201559.0,8.111,53.3
QQQ,stack_open_strong_momo,STACK,390,long,202,0.7426,479.62,841.24,1.168,8.103,0.0,96883.0,8.103,3.99
XLU,cvd_falling_strong,ORDERFLOW,100,long,1012,0.5899,96.26,377.93,1.031,8.102,0.0,97410.5,8.102,19.95
XLU,momo_5d_strong_up,MOMENTUM,390,long,488,0.6311,248.84,678.55,0.752,8.101,0.0,121435.1,8.101,9.62
XLY,trend_below_50sma,MOMENTUM,100,long,2184,0.5545,87.86,507.09,0.701,8.097,0.0,191876.7,8.097,43.06
USO,tod_lunch_lull,TIME_OF_DAY,100,long,1419,0.5567,176.61,822.49,0.869,8.089,0.0,250610.1,8.089,27.98
NQ=F,cvd_falling_strong,ORDERFLOW,20,long,2942,0.5772,19.58,131.37,1.349,8.085,0.0,57606.9,8.085,21.51
XLK,stack_orderflow_trend_align,STACK,100,long,493,0.7059,184.31,506.27,1.473,8.083,0.0,90864.5,8.083,9.72
USO,tod_power_hour,TIME_OF_DAY,100,long,955,0.5728,239.55,918.5,1.056,8.06,0.0,228766.6,8.06,18.83
QQQ,stack_oversold_uptrend,STACK,390,long,145,0.7862,432.22,645.71,1.372,8.06,0.0,62671.9,8.06,2.86
XLV,golden_cross_state,MOMENTUM,390,long,2549,0.5626,105.31,659.91,0.327,8.057,0.0,268444.5,8.057,50.26
UNG,rvol_low_decile,VOL_REGIME,100,short,542,0.6531,309.68,895.64,1.399,8.05,0.0,167845.3,8.05,10.69
XLI,dow_monday,TIME_OF_DAY,100,long,948,0.5886,101.79,389.57,1.058,8.045,0.0,96499.8,8.045,18.69
GC=F,vol_compression_then_expansion,GAMMA_PROXY,20,long,2771,0.555,15.79,103.32,1.383,8.044,0.0,43747.7,8.044,20.2
NQ=F,tod_overnight_close,TIME_OF_DAY,390,long,580,0.6879,167.23,500.84,0.684,8.041,0.0,96991.9,8.041,4.24
QQQ,rvol_low_decile,VOL_REGIME,100,long,522,0.7605,117.0,332.5,1.424,8.04,0.0,61074.8,8.04,10.3
QQQ,cvd_rising_strong,ORDERFLOW,100,long,979,0.5955,120.95,471.38,1.038,8.028,0.0,118411.4,8.028,19.31
XLK,tick_imb_positive,ORDERFLOW,20,long,1051,0.6441,59.4,239.9,2.241,8.027,0.0,62432.8,8.027,20.72
UNG,rsi_extreme_high_80,MEAN_REV,390,short,73,0.863,1544.2,1644.01,1.925,8.025,0.0,112726.4,8.025,1.44
HG=F,vol_compression_then_expansion,GAMMA_PROXY,20,long,2824,0.546,22.77,151.05,1.364,8.009,0.0,64289.1,8.009,20.6
USO,tod_open_hour,TIME_OF_DAY,390,long,674,0.5401,686.42,2227.35,0.632,8.001,0.0,462647.5,8.001,13.29
USO,trend_below_50sma,MOMENTUM,20,long,2263,0.5753,57.62,342.82,1.521,7.996,0.0,130394.8,7.996,44.62
AUDUSD=X,momo_acceleration_pos,MOMENTUM,100,long,1816,0.5578,24.56,131.04,0.759,7.987,0.0,44602.8,7.987,10.48
GLD,close_at_low,ORDERFLOW,100,long,407,0.6364,161.26,407.39,1.602,7.986,0.0,65633.4,7.986,8.03
XLI,stack_orderflow_trend_align,STACK,100,long,435,0.6759,121.62,317.63,1.55,7.986,0.0,52903.2,7.986,8.58
CPER,trend_above_50sma,MOMENTUM,20,long,2756,0.5657,38.29,252.29,1.374,7.968,0.0,105537.5,7.968,54.46
USO,tick_imb_positive,ORDERFLOW,390,long,957,0.4681,632.78,2457.29,0.528,7.966,0.0,605575.1,7.966,18.87
BTC-USD,trend_above_50sma,MOMENTUM,390,long,8805,0.5083,79.23,933.94,0.174,7.961,0.0,697636.1,7.961,50.38
XLY,trend_above_50sma,MOMENTUM,100,long,2739,0.5728,66.21,435.34,0.616,7.96,0.0,181349.5,7.96,54.0
CPER,tod_power_hour,TIME_OF_DAY,100,long,954,0.652,146.17,567.39,1.043,7.957,0.0,139448.0,7.957,18.85
GLD,close_at_high,ORDERFLOW,100,long,532,0.6504,144.8,419.81,1.396,7.956,0.0,77036.2,7.956,10.5
XLB,death_cross_state,MOMENTUM,100,long,2168,0.5816,70.24,411.28,0.691,7.952,0.0,152284.9,7.952,42.74
CL=F,vol_compression_then_expansion,GAMMA_PROXY,390,long,2798,0.4832,163.58,1088.71,0.308,7.948,0.0,457693.4,7.948,20.76
XLF,stack_open_strong_momo,STACK,390,long,206,0.733,350.11,632.59,1.134,7.944,0.0,72123.3,7.944,4.06
QQQ,bbz_above_2,MEAN_REV,390,long,255,0.702,392.18,788.63,1.019,7.941,0.0,100005.2,7.941,5.03
QQQ,tick_imb_negative,ORDERFLOW,20,long,1072,0.6222,53.64,221.19,2.195,7.94,0.0,57504.4,7.94,21.15
TLT,momo_acceleration_neg,MOMENTUM,390,short,1524,0.6293,111.78,549.64,0.417,7.939,0.0,170353.1,7.939,30.04
XLRE,tick_imb_positive,ORDERFLOW,100,long,1039,0.5784,90.09,365.96,0.996,7.935,0.0,93608.0,7.935,20.49
QQQ,trend_above_50sma,MOMENTUM,20,long,3063,0.5837,25.32,176.68,1.297,7.932,0.0,77563.9,7.932,60.43
QQQ,cvd_falling_strong,ORDERFLOW,20,long,1054,0.6309,49.78,203.75,2.211,7.931,0.0,52463.3,7.931,20.79
XLY,golden_cross_state,MOMENTUM,100,long,2911,0.5606,61.12,415.95,0.595,7.928,0.0,177929.1,7.928,57.39
XLE,tod_open_hour,TIME_OF_DAY,390,long,674,0.5786,283.77,929.43,0.626,7.927,0.0,191264.3,7.927,13.29
CPER,bbz_below_2,MEAN_REV,390,long,142,0.7817,660.62,993.15,1.363,7.926,0.0,93807.7,7.926,2.81
XLC,momo_5d_strong_up,MOMENTUM,100,long,521,0.6679,133.09,383.42,1.405,7.923,0.0,69340.6,7.923,10.27
ES=F,rvol_high_decile,VOL_REGIME,100,long,1548,0.6512,52.8,262.36,0.815,7.919,0.0,81741.4,7.919,11.32
NQ=F,dow_monday,TIME_OF_DAY,100,long,2623,0.6104,43.72,282.79,0.626,7.917,0.0,114666.6,7.917,19.18
CPER,stack_oversold_uptrend,STACK,390,long,163,0.7914,714.53,1152.99,1.27,7.912,0.0,116469.0,7.912,3.22
XLY,tick_imb_negative,ORDERFLOW,100,long,1000,0.585,126.93,507.75,1.012,7.905,0.0,126929.9,7.905,19.72
XLY,vol_dry_neg2sd,VOLUME,390,long,587,0.6627,275.51,844.63,0.668,7.903,0.0,161725.9,7.903,11.57
XLI,close_at_high,ORDERFLOW,100,long,680,0.6279,109.04,360.1,1.226,7.896,0.0,74147.1,7.896,13.41
ES=F,dow_monday,TIME_OF_DAY,20,long,2644,0.5435,12.01,78.2,1.389,7.895,0.0,31743.5,7.895,19.33
USO,trend_above_50sma,MOMENTUM,100,long,2704,0.5192,137.18,903.48,0.615,7.895,0.0,370931.8,7.895,53.31
XLRE,close_at_low,ORDERFLOW,390,long,612,0.5833,210.44,659.94,0.654,7.889,0.0,128790.7,7.889,12.07
XLF,dow_monday,TIME_OF_DAY,100,long,941,0.6164,99.63,387.45,1.041,7.888,0.0,93756.3,7.888,18.53
XLK,tod_open_hour,TIME_OF_DAY,100,long,715,0.6434,161.9,549.32,1.193,7.881,0.0,115757.0,7.881,14.1
NG=F,bbz_below_2,MEAN_REV,390,long,901,0.6138,451.84,1725.1,0.537,7.862,0.0,407105.5,7.862,6.69
XLRE,tod_lunch_lull,TIME_OF_DAY,390,long,1335,0.5333,146.57,681.33,0.441,7.86,0.0,195672.4,7.86,26.32
XLP,dow_monday,TIME_OF_DAY,390,long,887,0.575,130.5,494.74,0.541,7.856,0.0,115756.5,7.856,17.49
MDY,range_contraction,VOL_REGIME,390,long,325,0.7815,323.54,742.5,0.893,7.855,0.0,105149.9,7.855,6.41
NQ=F,cvd_rising_strong,ORDERFLOW,100,long,2835,0.6399,39.39,267.18,0.597,7.85,0.0,111674.2,7.85,20.73
GC=F,rvol_low_decile,VOL_REGIME,100,long,1513,0.6477,52.26,259.01,0.817,7.849,0.0,79076.0,7.849,11.03
AUDUSD=X,inside_bar,STRUCTURE,390,long,2102,0.5676,33.19,193.91,0.351,7.848,0.0,69767.8,7.848,12.13
SI=F,vol_compression_then_expansion,GAMMA_PROXY,20,long,2735,0.5463,34.08,227.54,1.355,7.833,0.0,93209.4,7.833,19.95
XLRE,tick_imb_positive,ORDERFLOW,20,long,1053,0.6078,42.7,177.03,2.183,7.828,0.0,44968.2,7.828,20.76
USDJPY=X,rvol_low_decile,VOL_REGIME,100,long,2100,0.5929,16.06,94.12,0.69,7.818,0.0,33719.1,7.818,12.26
USO,rsi_overbought_70,MEAN_REV,390,long,505,0.4891,953.46,2741.86,0.713,7.815,0.0,481499.6,7.815,9.96
^VIX,dow_monday,TIME_OF_DAY,20,short,1945,0.6098,150.69,850.81,1.603,7.811,0.0,293099.4,7.811,19.52
ES=F,outside_bar_close_low,STRUCTURE,390,long,416,0.7091,139.82,365.58,0.784,7.801,0.0,58165.4,7.801,3.04
XLK,stack_open_strong_momo,STACK,390,long,232,0.7026,541.49,1058.22,1.049,7.794,0.0,125626.1,7.794,4.57
XLE,rvol_high_decile,VOL_REGIME,390,long,488,0.5533,347.27,984.26,0.723,7.794,0.0,169468.7,7.794,9.62
SPY,wide_bar_close_low,ORDERFLOW,390,long,145,0.7724,413.32,638.63,1.326,7.793,0.0,59931.6,7.793,2.86
XLC,dow_friday,TIME_OF_DAY,20,long,1018,0.5806,35.88,146.96,2.209,7.789,0.0,36521.8,7.789,20.07
XLI,outside_bar_close_high,STRUCTURE,390,long,160,0.7,398.16,647.18,1.261,7.782,0.0,63705.8,7.782,3.15
SPY,tick_imb_negative,ORDERFLOW,20,long,1068,0.6461,41.3,173.62,2.153,7.773,0.0,44104.6,7.773,21.07
DIA,close_at_high,ORDERFLOW,100,long,710,0.6972,81.32,278.8,1.18,7.772,0.0,57736.9,7.772,14.01
USO,momo_acceleration_neg,MOMENTUM,100,long,2340,0.5278,133.29,829.62,0.65,7.772,0.0,311888.4,7.772,46.14
XLI,inside_bar,STRUCTURE,100,long,701,0.6191,105.3,358.87,1.188,7.769,0.0,73815.2,7.769,13.82
XLV,dow_midweek,TIME_OF_DAY,390,long,2847,0.5511,92.59,635.95,0.298,7.768,0.0,263600.1,7.768,56.13
TLT,trend_above_50sma,MOMENTUM,390,short,2205,0.605,86.58,523.43,0.339,7.768,0.0,190918.2,7.768,43.47
GLD,cvd_falling_strong,ORDERFLOW,20,long,930,0.6269,59.74,234.61,2.304,7.765,0.0,55554.4,7.765,18.35
