symbol,edge_name,category,horizon_bars,direction,n_signals,hit_rate,mean_return_bps,std_return_bps,sharpe,t_stat,p_value,expectancy_bps,edge_score,sample_pct
UNG,outside_bar_close_high,STRUCTURE,390,short,95,0.6737,525.03,1927.44,0.558,2.655,0.00793,49878.2,2.655,1.87
NG=F,vol_spike_2sd,VOLUME,100,long,1082,0.5222,77.19,956.58,0.327,2.654,0.00795,83514.8,2.654,8.03
XLV,rsi_overbought_70,MEAN_REV,5,long,404,0.5248,9.08,68.8,2.39,2.654,0.00796,3669.7,2.654,7.97
NQ=F,tod_lunch_lull,TIME_OF_DAY,20,long,1185,0.5662,8.03,104.22,0.697,2.651,0.00803,9510.6,2.651,8.67
AUDUSD=X,bbz_above_2,MEAN_REV,390,long,933,0.5338,17.28,199.18,0.178,2.65,0.00805,16122.3,2.65,5.38
GBPUSD=X,momo_acceleration_neg,MOMENTUM,20,short,1174,0.5451,3.36,43.48,0.7,2.648,0.00809,3945.9,2.648,6.81
DBC,vol_spike_2sd,VOLUME,100,long,312,0.5224,56.46,376.72,0.607,2.647,0.00811,17616.0,2.647,6.15
MDY,tick_imb_negative,ORDERFLOW,5,long,1044,0.5431,9.06,110.58,1.483,2.647,0.00811,9459.5,2.647,20.58
NQ=F,momo_5d_strong_up,MOMENTUM,5,long,496,0.6129,10.93,91.98,2.152,2.647,0.00811,5422.9,2.647,3.63
LQD,tick_imb_negative,ORDERFLOW,5,long,967,0.5326,3.62,42.59,1.54,2.646,0.00815,3504.1,2.646,19.07
TLT,close_at_low,ORDERFLOW,100,short,562,0.5605,34.65,310.62,0.452,2.645,0.00817,19475.6,2.645,11.08
XLF,vol_spike_2sd,VOLUME,5,long,269,0.5576,10.69,66.31,2.918,2.644,0.00819,2875.8,2.644,5.3
^VIX,bbz_below_2,MEAN_REV,20,long,343,0.5044,118.34,828.91,1.292,2.644,0.00819,40590.9,2.644,3.44
XLP,close_at_high,ORDERFLOW,100,long,684,0.576,28.18,278.77,0.409,2.644,0.00819,19276.7,2.644,13.49
SPY,vol_spike_2sd,VOLUME,20,long,278,0.6259,24.98,157.56,1.435,2.644,0.0082,6945.6,2.644,5.49
USDJPY=X,bbz_below_2,MEAN_REV,390,long,896,0.6004,22.39,253.69,0.181,2.642,0.00824,20064.1,2.642,5.23
XLI,stack_orderflow_trend_align,STACK,5,long,438,0.5342,8.32,65.89,2.284,2.641,0.00826,3642.3,2.641,8.64
CL=F,rsi_extreme_low_20,MEAN_REV,5,long,100,0.55,34.92,132.21,4.78,2.641,0.00827,3491.6,2.641,0.74
ETH-USD,momo_5d_strong_up,MOMENTUM,5,long,3335,0.4972,7.99,174.73,0.828,2.641,0.00826,26652.2,2.641,19.09
SI=F,tod_open_hour,TIME_OF_DAY,20,long,603,0.5556,25.01,232.53,0.973,2.641,0.00828,15078.3,2.641,4.4
TLT,close_at_high,ORDERFLOW,100,short,628,0.5573,33.87,321.4,0.427,2.641,0.00827,21270.7,2.641,12.38
LQD,rsi_extreme_high_80,MEAN_REV,100,short,52,0.6731,51.14,139.68,1.482,2.64,0.00828,2659.4,2.64,1.03
SLV,rsi_extreme_high_80,MEAN_REV,20,long,209,0.5694,62.96,344.9,1.652,2.639,0.00831,13158.9,2.639,4.12
SPY,cvd_falling_strong,ORDERFLOW,5,long,1038,0.5655,6.61,80.74,1.482,2.638,0.00835,6861.3,2.638,20.48
IEF,rsi_oversold_30,MEAN_REV,100,short,467,0.606,16.57,135.93,0.493,2.635,0.00842,7738.9,2.635,9.21
BTC-USD,tod_power_hour,TIME_OF_DAY,390,long,1426,0.5189,66.14,948.29,0.143,2.634,0.00845,94312.2,2.634,8.16
CL=F,range_contraction,VOL_REGIME,20,long,1337,0.5258,16.48,229.08,0.651,2.63,0.00853,22033.9,2.63,9.92
AUDUSD=X,range_spike,VOL_REGIME,100,long,743,0.5464,10.73,111.28,0.39,2.629,0.00857,7974.1,2.629,4.29
DBC,trend_below_50sma,MOMENTUM,5,long,2240,0.5424,4.97,89.51,1.005,2.627,0.00862,11127.5,2.627,44.16
USDJPY=X,stack_overbought_downtrend,STACK,20,long,353,0.6317,6.23,44.67,1.263,2.622,0.00874,2200.6,2.622,2.06
MDY,bbz_below_2,MEAN_REV,5,long,271,0.5535,13.23,83.15,2.88,2.62,0.0088,3585.7,2.62,5.34
RTY=F,range_contraction,VOL_REGIME,100,long,697,0.5452,26.51,267.14,0.402,2.62,0.00879,18478.4,2.62,5.09
IEF,rsi_oversold_30,MEAN_REV,5,long,488,0.502,3.57,30.09,2.145,2.618,0.00885,1740.2,2.618,9.62
XLI,stack_oversold_uptrend,STACK,5,long,82,0.5976,20.38,70.49,5.233,2.618,0.00884,1671.3,2.618,1.62
DBC,momo_acceleration_pos,MOMENTUM,5,long,1570,0.5331,6.16,93.22,1.195,2.616,0.00889,9663.7,2.616,30.95
ETH-USD,rsi_oversold_30,MEAN_REV,5,short,1033,0.4831,19.18,235.72,1.473,2.615,0.00892,19811.0,2.615,5.91
IWM,tick_imb_positive,ORDERFLOW,20,long,981,0.5729,19.73,236.27,0.756,2.615,0.00892,19352.5,2.615,19.36
BTC-USD,tod_european_open,TIME_OF_DAY,390,long,1422,0.5134,65.87,950.22,0.142,2.614,0.00895,93667.6,2.614,8.14
NQ=F,tod_power_hour,TIME_OF_DAY,20,long,1175,0.5685,8.68,113.89,0.69,2.613,0.00897,10201.6,2.613,8.59
IEF,momo_5d_strong_down,MOMENTUM,390,long,45,0.7111,134.75,345.93,0.798,2.613,0.00897,6063.7,2.613,0.89
NQ=F,inside_bar,STRUCTURE,5,long,2003,0.5612,3.44,59.0,1.056,2.612,0.00901,6895.8,2.612,14.65
GBPUSD=X,outside_bar_close_high,STRUCTURE,390,long,567,0.5538,16.92,154.34,0.225,2.611,0.00903,9595.8,2.611,3.29
XLC,rsi_extreme_high_80,MEAN_REV,5,short,50,0.68,22.02,59.68,6.679,2.609,0.00907,1101.2,2.609,0.99
BTC-USD,golden_cross_state,MOMENTUM,20,long,8896,0.4989,5.48,198.25,0.25,2.608,0.00911,48768.2,2.608,50.9
DIA,bbz_below_2,MEAN_REV,20,long,251,0.6255,24.05,146.09,1.49,2.608,0.0091,6036.6,2.608,4.95
USO,death_cross_state,MOMENTUM,20,long,2301,0.5428,17.07,314.02,0.492,2.607,0.00913,39273.0,2.607,45.37
GC=F,rsi_extreme_high_80,MEAN_REV,20,short,177,0.5424,29.06,148.3,1.773,2.607,0.00914,5143.4,2.607,1.29
MDY,vol_spike_2sd,VOLUME,100,long,298,0.6074,59.94,396.91,0.611,2.607,0.00913,17863.4,2.607,5.88
DIA,tod_lunch_lull,TIME_OF_DAY,5,long,1445,0.5343,5.15,75.15,1.24,2.604,0.00921,7438.7,2.604,28.51
SI=F,tod_power_hour,TIME_OF_DAY,5,long,1188,0.5236,8.99,118.94,1.367,2.604,0.00922,10674.8,2.604,8.66
ES=F,stack_volspike_powerhour,STACK,100,long,479,0.5971,24.43,205.42,0.481,2.603,0.00924,11702.4,2.603,3.5
DBC,tod_lunch_lull,TIME_OF_DAY,20,long,1441,0.5552,12.51,182.52,0.62,2.602,0.00927,18027.8,2.602,28.41
DIA,momo_acceleration_neg,MOMENTUM,5,long,1834,0.5409,3.85,63.37,1.1,2.602,0.00928,7060.7,2.602,36.19
ETH-USD,inside_bar,STRUCTURE,100,short,2944,0.5194,34.39,717.78,0.194,2.6,0.00933,101253.6,2.6,16.85
XLV,momo_5d_strong_down,MOMENTUM,20,long,321,0.5265,25.33,174.5,1.313,2.6,0.00931,8129.8,2.6,6.33
DIA,outside_bar_close_low,STRUCTURE,20,long,153,0.6275,32.52,154.75,1.902,2.599,0.00934,4975.1,2.599,3.02
SHY,rsi_extreme_high_80,MEAN_REV,100,short,80,0.55,13.54,46.6,1.176,2.599,0.00936,1083.1,2.599,1.58
SHY,close_at_low,ORDERFLOW,5,long,673,0.5527,0.98,9.78,1.812,2.598,0.00938,658.8,2.598,13.27
XLU,vol_compression_then_expansion,GAMMA_PROXY,20,long,978,0.5583,13.19,158.83,0.752,2.598,0.00938,12903.7,2.598,19.28
XLV,vol_compression_then_expansion,GAMMA_PROXY,5,long,837,0.5185,5.64,62.75,1.626,2.598,0.00937,4716.9,2.598,16.5
GC=F,tod_overnight_close,TIME_OF_DAY,5,long,595,0.5244,6.31,59.22,1.927,2.597,0.0094,3752.0,2.597,4.34
ES=F,momo_5d_strong_down,MOMENTUM,20,long,295,0.5627,36.54,241.64,1.368,2.597,0.0094,10778.2,2.597,2.16
SHY,range_contraction,VOL_REGIME,5,long,424,0.5448,1.21,9.62,2.282,2.596,0.00942,514.5,2.596,8.36
YM=F,stack_oversold_uptrend,STACK,390,long,395,0.6456,37.66,288.54,0.267,2.594,0.00948,14876.0,2.594,2.89
HG=F,tod_power_hour,TIME_OF_DAY,5,long,1188,0.5362,5.0,66.4,1.362,2.594,0.0095,5935.6,2.594,8.67
USDCAD=X,momo_acceleration_pos,MOMENTUM,20,short,574,0.5296,4.5,41.61,0.979,2.593,0.00952,2584.3,2.593,3.31
BTC-USD,vol_spike_2sd,VOLUME,390,long,1329,0.5117,70.7,994.4,0.146,2.592,0.00955,93958.6,2.592,7.6
EURUSD=X,tod_lunch_lull,TIME_OF_DAY,5,long,1442,0.5194,1.05,15.43,1.235,2.591,0.00958,1518.2,2.591,8.37
XLP,dow_monday,TIME_OF_DAY,5,long,962,0.5249,5.03,60.25,1.512,2.591,0.00956,4842.1,2.591,18.97
USO,trend_below_50sma,MOMENTUM,5,long,2269,0.5328,9.89,182.06,0.984,2.589,0.00963,22451.1,2.589,44.74
USO,range_contraction,VOL_REGIME,20,long,641,0.5819,33.46,327.2,0.925,2.589,0.00963,21445.4,2.589,12.64
HG=F,dow_friday,TIME_OF_DAY,20,long,2543,0.5356,8.23,160.34,0.464,2.587,0.00967,20920.5,2.587,18.55
XLK,vol_dry_neg2sd,VOLUME,20,long,576,0.5556,26.56,246.88,0.974,2.582,0.00981,15300.9,2.582,11.36
XLF,stack_volspike_powerhour,STACK,5,long,171,0.6082,15.6,79.03,3.572,2.581,0.00986,2666.9,2.581,3.37
NG=F,trend_above_50sma,MOMENTUM,20,short,6410,0.5108,14.28,443.36,0.292,2.58,0.00989,91565.7,2.58,47.59
SI=F,vol_compression_then_expansion,GAMMA_PROXY,5,long,2750,0.5018,5.42,110.22,0.891,2.58,0.00987,14913.7,2.58,20.06
TLT,wide_bar_close_high,ORDERFLOW,100,short,110,0.6455,80.16,325.86,0.996,2.58,0.00988,8817.8,2.58,2.17
XLV,trend_below_50sma,MOMENTUM,20,long,2264,0.5221,8.95,165.21,0.491,2.579,0.00991,20273.8,2.579,44.64
XLU,golden_cross_state,MOMENTUM,20,long,2905,0.5391,8.01,167.55,0.433,2.577,0.00997,23270.7,2.577,57.28
USDCAD=X,dow_midweek,TIME_OF_DAY,100,long,10436,0.531,1.6,63.47,0.102,2.576,0.00999,16704.2,2.576,60.22
LQD,tod_open_hour,TIME_OF_DAY,390,long,674,0.4555,32.43,326.92,0.203,2.575,0.01001,21857.8,2.575,13.29
ES=F,bbz_above_2,MEAN_REV,20,long,934,0.576,6.06,71.94,0.762,2.573,0.01007,5657.7,2.573,6.83
XLP,tick_imb_positive,ORDERFLOW,20,long,1025,0.5317,9.12,113.49,0.727,2.573,0.01008,9348.6,2.573,20.21
QQQ,stack_overbought_downtrend,STACK,5,long,139,0.6403,13.41,61.44,3.95,2.573,0.01008,1864.1,2.573,2.74
USDJPY=X,rvol_above_iv_proxy,GAMMA_PROXY,390,long,962,0.5936,18.43,222.19,0.17,2.572,0.0101,17727.4,2.572,5.62
SHY,rsi_extreme_high_80,MEAN_REV,5,short,80,0.55,3.86,13.44,5.201,2.57,0.01017,309.0,2.57,1.58
XLY,inside_bar,STRUCTURE,5,long,733,0.5348,10.1,106.55,1.716,2.567,0.01024,7406.2,2.567,14.45
CL=F,range_spike,VOL_REGIME,390,long,586,0.459,104.03,980.98,0.217,2.567,0.01025,60962.2,2.567,4.35
BTC-USD,wide_bar_close_low,ORDERFLOW,390,long,488,0.5451,107.47,925.2,0.238,2.566,0.01029,52446.1,2.566,2.79
IEF,rsi_oversold_30,MEAN_REV,390,long,439,0.5399,38.47,314.24,0.251,2.565,0.01032,16886.8,2.565,8.65
UNG,vol_compression_then_expansion,GAMMA_PROXY,390,short,846,0.6005,174.9,1983.45,0.181,2.565,0.01032,147963.6,2.565,16.68
^VIX,momo_acceleration_neg,MOMENTUM,100,long,4243,0.4624,91.87,2333.85,0.159,2.564,0.01035,389797.1,2.564,42.59
XLRE,momo_acceleration_neg,MOMENTUM,100,long,1782,0.5247,22.77,375.11,0.246,2.563,0.01038,40582.0,2.563,35.13
XLV,tod_open_hour,TIME_OF_DAY,100,long,715,0.5483,28.43,296.63,0.388,2.563,0.01038,20328.8,2.563,14.1
EURUSD=X,bbz_below_2,MEAN_REV,20,long,1084,0.5157,2.64,33.95,0.704,2.562,0.01042,2863.1,2.562,6.29
RTY=F,stack_open_strong_momo,STACK,390,long,145,0.6138,101.77,478.48,0.436,2.561,0.01043,14756.9,2.561,1.06
XLC,momo_5d_strong_down,MOMENTUM,5,long,433,0.5566,16.01,130.13,2.227,2.561,0.01045,6933.6,2.561,8.54
QQQ,tick_imb_negative,ORDERFLOW,5,long,1077,0.5534,10.0,128.18,1.412,2.561,0.01045,10771.6,2.561,21.25
XLRE,cvd_rising_strong,ORDERFLOW,5,long,965,0.5399,7.32,88.89,1.491,2.558,0.01052,7063.6,2.558,19.03
GLD,vol_dry_neg2sd,VOLUME,20,long,338,0.6154,31.25,224.61,1.259,2.558,0.01054,10561.8,2.558,6.67
AUDUSD=X,rsi_overbought_70,MEAN_REV,20,short,962,0.5198,4.14,50.23,0.746,2.558,0.01054,3984.6,2.558,5.55
XLF,tick_imb_negative,ORDERFLOW,5,long,1077,0.5404,8.59,110.34,1.41,2.556,0.01058,9256.3,2.556,21.21
GLD,momo_acceleration_pos,MOMENTUM,5,long,1414,0.5276,6.99,102.88,1.23,2.555,0.01061,9885.5,2.555,27.91
LQD,close_at_low,ORDERFLOW,390,long,523,0.4589,38.66,346.08,0.229,2.555,0.01063,20219.5,2.555,10.31
QQQ,stack_overbought_downtrend,STACK,20,long,139,0.6187,37.31,172.17,1.961,2.555,0.01061,5186.7,2.555,2.74
QQQ,tod_power_hour,TIME_OF_DAY,5,long,968,0.5455,9.34,113.82,1.486,2.554,0.01066,9043.2,2.554,19.1
XLB,golden_cross_state,MOMENTUM,5,long,2622,0.5195,4.01,80.43,0.903,2.554,0.01065,10519.3,2.554,51.7
GLD,vol_compression_then_expansion,GAMMA_PROXY,20,long,826,0.5496,17.75,199.84,0.804,2.553,0.01069,14660.7,2.553,16.3
CPER,cvd_rising_strong,ORDERFLOW,20,long,1052,0.5323,20.48,260.19,0.712,2.553,0.01069,21542.6,2.553,20.79
XLF,death_cross_state,MOMENTUM,5,long,1857,0.5509,6.0,101.43,1.071,2.551,0.01074,11150.7,2.551,36.57
ES=F,vol_spike_2sd,VOLUME,20,long,1046,0.5717,6.62,84.03,0.713,2.549,0.01079,6928.5,2.549,7.65
XLF,dow_midweek,TIME_OF_DAY,5,long,3087,0.5432,4.22,91.99,0.83,2.549,0.0108,13028.0,2.549,60.79
USDJPY=X,tod_open_hour,TIME_OF_DAY,5,long,722,0.5693,2.34,24.65,1.716,2.548,0.01084,1687.3,2.548,4.21
XLF,stack_volspike_powerhour,STACK,20,long,170,0.6059,32.97,168.68,1.769,2.548,0.01082,5605.0,2.548,3.35
HYG,vol_dry_neg2sd,VOLUME,100,long,703,0.5434,10.86,113.02,0.389,2.548,0.01085,7633.8,2.548,13.86
CPER,vol_dry_neg2sd,VOLUME,100,long,302,0.6589,104.41,712.45,0.593,2.547,0.01087,31532.7,2.547,5.97
ETH-USD,momo_acceleration_neg,MOMENTUM,5,short,6873,0.5316,4.95,161.04,0.556,2.547,0.01087,34001.5,2.547,39.33
XLC,stack_oversold_uptrend,STACK,20,long,75,0.5467,33.64,114.47,2.659,2.545,0.01093,2522.8,2.545,1.48
XLY,rsi_extreme_low_20,MEAN_REV,5,long,14,0.7143,61.05,89.77,12.308,2.544,0.01094,854.7,2.544,0.28
SI=F,wide_bar_close_high,ORDERFLOW,20,long,330,0.5667,32.09,229.24,1.267,2.543,0.01098,10591.3,2.543,2.41
ETH-USD,rvol_high_decile,VOL_REGIME,20,long,2085,0.4974,23.81,427.53,0.504,2.543,0.01098,49652.8,2.543,11.93
TLT,range_spike,VOL_REGIME,100,short,239,0.6151,49.95,303.8,0.665,2.542,0.01103,11937.3,2.542,4.71
BTC-USD,range_contraction,VOL_REGIME,390,long,1332,0.4872,63.33,909.3,0.143,2.542,0.01103,84349.3,2.542,7.62
XLU,rsi_extreme_low_20,MEAN_REV,100,long,31,0.5484,140.42,307.88,1.846,2.539,0.0111,4353.0,2.539,0.61
DIA,dow_midweek,TIME_OF_DAY,5,long,3083,0.5342,3.5,76.63,0.827,2.538,0.01114,10800.0,2.538,60.83
ES=F,momo_acceleration_pos,MOMENTUM,5,long,2226,0.5436,3.97,73.88,0.973,2.536,0.01121,8840.1,2.536,16.27
LQD,dow_friday,TIME_OF_DAY,390,long,948,0.4494,26.97,327.61,0.169,2.535,0.01126,25565.4,2.535,18.69
XLV,close_at_high,ORDERFLOW,100,long,646,0.5542,29.59,296.85,0.403,2.534,0.01129,19116.0,2.534,12.74
IWM,momo_5d_strong_down,MOMENTUM,5,long,693,0.5253,12.76,132.56,1.742,2.533,0.01131,8839.3,2.533,13.67
HYG,outside_bar_close_high,STRUCTURE,390,long,89,0.5506,52.6,195.98,0.55,2.532,0.01134,4681.6,2.532,1.75
XLB,vol_compression_then_expansion,GAMMA_PROXY,5,long,934,0.5471,7.05,85.15,1.5,2.532,0.01134,6589.1,2.532,18.41
XLV,stack_oversold_uptrend,STACK,390,long,131,0.626,141.32,639.23,0.453,2.53,0.0114,18512.7,2.53,2.58
DBC,wide_bar_close_high,ORDERFLOW,390,long,108,0.5833,212.85,874.38,0.499,2.53,0.01141,22988.0,2.53,2.13
TLT,close_at_high,ORDERFLOW,390,short,598,0.5753,60.09,580.98,0.212,2.529,0.01143,35932.1,2.529,11.79
USDCAD=X,inside_bar,STRUCTURE,390,long,2014,0.5695,6.84,121.42,0.115,2.529,0.01144,13780.2,2.529,11.62
ES=F,wide_bar_close_high,ORDERFLOW,20,long,347,0.5706,10.66,78.65,1.227,2.525,0.01157,3699.5,2.525,2.54
XLV,stack_orderflow_trend_align,STACK,390,long,348,0.5259,87.05,643.37,0.277,2.524,0.0116,30294.1,2.524,6.86
TLT,dow_monday,TIME_OF_DAY,390,short,887,0.5603,49.89,588.82,0.174,2.524,0.01162,44254.2,2.524,17.48
ES=F,death_cross_state,MOMENTUM,5,long,4881,0.5439,2.34,64.83,0.654,2.524,0.01159,11433.9,2.524,35.69
XLI,stack_overbought_downtrend,STACK,390,long,114,0.6053,213.81,905.66,0.484,2.521,0.01171,24374.8,2.521,2.25
ES=F,outside_bar_close_low,STRUCTURE,20,long,427,0.548,10.78,88.41,1.104,2.52,0.01172,4604.7,2.52,3.12
MDY,range_contraction,VOL_REGIME,20,long,347,0.5303,22.83,169.12,1.222,2.515,0.01191,7922.3,2.515,6.84
XLRE,outside_bar_close_high,STRUCTURE,390,long,142,0.5423,144.85,686.41,0.432,2.515,0.01191,20569.0,2.515,2.8
IWM,vol_dry_neg2sd,VOLUME,100,long,444,0.5878,58.69,491.79,0.483,2.515,0.01192,26058.2,2.515,8.76
ES=F,rvol_above_iv_proxy,GAMMA_PROXY,100,long,829,0.6116,17.93,205.33,0.353,2.514,0.01192,14864.5,2.514,6.06
XLRE,stack_orderflow_trend_align,STACK,20,long,369,0.5339,21.76,166.25,1.184,2.514,0.01194,8028.2,2.514,7.28
TLT,vol_spike_2sd,VOLUME,390,short,281,0.6192,91.56,610.78,0.307,2.513,0.01197,25729.0,2.513,5.54
XLF,outside_bar_close_low,STRUCTURE,100,long,130,0.6,78.6,356.82,0.891,2.512,0.01202,10217.9,2.512,2.56
XLF,tod_lunch_lull,TIME_OF_DAY,5,long,1447,0.5418,6.16,93.28,1.195,2.512,0.012,8914.5,2.512,28.5
XLK,rsi_extreme_high_80,MEAN_REV,5,long,131,0.6183,17.2,78.4,3.97,2.511,0.01205,2253.0,2.511,2.58
IWM,wide_bar_close_high,ORDERFLOW,5,long,127,0.5827,19.77,88.71,4.033,2.511,0.01204,2510.3,2.511,2.51
TLT,tod_open_hour,TIME_OF_DAY,100,short,715,0.551,28.73,306.01,0.38,2.51,0.01207,20539.2,2.51,14.09
^VIX,close_at_high,ORDERFLOW,100,long,1270,0.4843,160.5,2279.29,0.285,2.509,0.01209,203833.3,2.509,12.75
XLU,trend_above_50sma,MOMENTUM,5,long,2884,0.5426,3.87,82.77,0.846,2.509,0.01212,11151.2,2.509,56.86
BTC-USD,close_at_low,ORDERFLOW,5,long,2872,0.538,5.41,115.56,0.847,2.508,0.01216,15528.7,2.508,16.43
BTC-USD,vol_dry_neg2sd,VOLUME,390,long,455,0.5429,127.08,1080.98,0.241,2.508,0.01215,57822.0,2.508,2.6
AUDUSD=X,trend_above_50sma,MOMENTUM,100,long,8859,0.5223,2.94,110.55,0.108,2.507,0.01216,26089.0,2.507,51.12
ETH-USD,cvd_falling_strong,ORDERFLOW,5,short,3721,0.4907,7.62,185.47,0.743,2.505,0.01225,28339.5,2.505,21.3
USO,rsi_overbought_70,MEAN_REV,100,long,537,0.5363,100.69,931.67,0.437,2.504,0.01226,54070.6,2.504,10.59
CPER,dow_monday,TIME_OF_DAY,20,long,954,0.5482,24.87,306.86,0.734,2.504,0.01229,23730.3,2.504,18.85
QQQ,rsi_oversold_30,MEAN_REV,5,long,247,0.5223,17.37,109.03,2.884,2.504,0.01228,4290.4,2.504,4.87
IEF,momo_acceleration_neg,MOMENTUM,20,short,912,0.5132,6.33,76.42,0.75,2.502,0.01235,5774.2,2.502,17.98
XLK,rvol_high_decile,VOL_REGIME,20,long,594,0.5825,30.34,295.53,0.929,2.502,0.01234,18022.8,2.502,11.71
XLU,range_spike,VOL_REGIME,100,long,236,0.6017,59.34,364.56,0.659,2.501,0.0124,14005.0,2.501,4.65
GBPUSD=X,tod_overnight_close,TIME_OF_DAY,5,short,1364,0.5264,1.0,14.72,1.226,2.501,0.01238,1359.3,2.501,7.92
MDY,death_cross_state,MOMENTUM,5,long,1944,0.5252,6.64,117.06,1.026,2.5,0.01241,12904.2,2.5,38.33
GBPUSD=X,wide_bar_close_low,ORDERFLOW,100,long,407,0.516,10.69,86.26,0.502,2.5,0.01241,4351.2,2.5,2.36
DIA,bbz_above_2,MEAN_REV,20,long,291,0.567,16.59,113.32,1.325,2.497,0.01253,4826.8,2.497,5.74
NG=F,close_at_low,ORDERFLOW,5,long,1441,0.4934,16.22,246.74,1.19,2.496,0.01256,23377.8,2.496,10.7
ETH-USD,tick_imb_positive,ORDERFLOW,100,short,3701,0.5488,32.37,788.91,0.166,2.496,0.01255,119801.2,2.496,21.18
XLP,close_at_low,ORDERFLOW,100,long,588,0.568,29.73,288.93,0.416,2.495,0.0126,17479.8,2.495,11.59
USDCAD=X,dow_monday,TIME_OF_DAY,390,long,3405,0.5853,5.18,121.31,0.088,2.493,0.01266,17649.6,2.493,19.65
IWM,trend_above_50sma,MOMENTUM,5,long,2764,0.5137,5.02,105.93,0.858,2.492,0.01271,13876.9,2.492,54.54
GBPUSD=X,momo_5d_strong_down,MOMENTUM,5,long,18,0.7778,10.63,18.12,10.617,2.489,0.01282,191.3,2.489,0.1
DBC,dow_monday,TIME_OF_DAY,20,long,956,0.5429,12.77,158.68,0.728,2.488,0.01284,12207.2,2.488,18.85
XLU,outside_bar_close_low,STRUCTURE,100,long,144,0.5764,73.22,353.11,0.839,2.488,0.01283,10543.8,2.488,2.84
XLU,tod_power_hour,TIME_OF_DAY,20,long,967,0.5471,13.82,172.78,0.724,2.487,0.01288,13362.3,2.487,19.07
XLB,stack_open_strong_momo,STACK,100,long,209,0.5694,65.7,382.05,0.696,2.486,0.01291,13731.4,2.486,4.12
XLC,vol_spike_2sd,VOLUME,20,long,283,0.5901,26.55,179.62,1.338,2.486,0.0129,7513.3,2.486,5.58
NG=F,vol_dry_neg2sd,VOLUME,100,short,72,0.5,327.59,1118.8,1.185,2.485,0.01297,23586.3,2.485,0.53
AUDUSD=X,momo_5d_strong_up,MOMENTUM,100,long,49,0.7143,73.71,207.65,1.437,2.485,0.01297,3611.6,2.485,0.28
BTC-USD,rvol_high_decile,VOL_REGIME,20,long,2100,0.53,15.51,286.03,0.491,2.485,0.01294,32577.4,2.485,12.02
DIA,dow_monday,TIME_OF_DAY,5,long,962,0.5239,5.23,65.31,1.45,2.484,0.01298,5032.0,2.484,18.98
XLY,rvol_above_iv_proxy,GAMMA_PROXY,100,long,338,0.5503,63.15,467.6,0.547,2.483,0.01303,21345.2,2.483,6.66
DBC,rvol_low_decile,VOL_REGIME,390,long,479,0.5678,62.68,552.51,0.232,2.483,0.01303,30022.9,2.483,9.44
USDJPY=X,tod_open_hour,TIME_OF_DAY,390,long,706,0.6034,22.05,236.13,0.191,2.482,0.01308,15569.3,2.482,4.12
LQD,stack_overbought_downtrend,STACK,100,short,149,0.6174,30.88,151.89,0.823,2.482,0.01307,4601.6,2.482,2.94
USDCAD=X,outside_bar_close_low,STRUCTURE,5,long,249,0.5904,2.56,16.25,2.847,2.482,0.01306,636.6,2.482,1.44
CL=F,stack_oversold_uptrend,STACK,390,long,306,0.4281,153.42,1081.62,0.291,2.481,0.01309,46945.9,2.481,2.27
SHY,vol_dry_neg2sd,VOLUME,100,long,340,0.5529,3.99,29.69,0.544,2.48,0.01312,1358.1,2.48,6.7
SLV,trend_below_50sma,MOMENTUM,5,long,2093,0.5413,10.55,194.52,0.981,2.48,0.01313,22071.7,2.48,41.3
MDY,trend_below_50sma,MOMENTUM,5,long,2272,0.5198,5.35,102.77,0.941,2.479,0.01316,12145.2,2.479,44.79
XLU,momo_5d_strong_down,MOMENTUM,5,long,485,0.5443,12.0,106.64,2.037,2.479,0.01318,5821.8,2.479,9.56
HG=F,tod_power_hour,TIME_OF_DAY,20,long,1186,0.5295,12.16,169.25,0.65,2.475,0.01332,14426.3,2.475,8.65
DBC,rvol_high_decile,VOL_REGIME,5,long,618,0.5566,10.7,107.48,1.802,2.475,0.01331,6614.2,2.475,12.18
SHY,outside_bar_close_low,STRUCTURE,100,long,50,0.58,11.47,32.78,1.416,2.475,0.01333,573.6,2.475,0.99
SHY,rvol_low_decile,VOL_REGIME,100,long,459,0.5142,3.46,29.97,0.467,2.474,0.01337,1588.4,2.474,9.05
CPER,rsi_extreme_low_20,MEAN_REV,5,short,70,0.5857,82.53,279.2,5.35,2.473,0.0134,5776.9,2.473,1.38
BTC-USD,close_at_high,ORDERFLOW,100,long,2986,0.5204,20.82,460.31,0.183,2.472,0.01344,62177.3,2.472,17.09
AUDUSD=X,stack_overbought_downtrend,STACK,100,long,329,0.6292,13.27,97.41,0.551,2.47,0.0135,4364.6,2.47,1.9
MDY,bbz_below_2,MEAN_REV,20,long,271,0.5572,27.99,186.59,1.357,2.469,0.01355,7584.4,2.469,5.34
HG=F,tick_imb_negative,ORDERFLOW,20,long,2642,0.5534,9.58,199.49,0.435,2.469,0.01353,25321.2,2.469,19.27
MDY,rsi_oversold_30,MEAN_REV,20,long,249,0.5502,29.34,187.45,1.416,2.469,0.01353,7304.6,2.469,4.91
HYG,trend_above_50sma,MOMENTUM,100,long,2815,0.5169,5.26,112.98,0.188,2.469,0.01355,14799.3,2.469,55.5
XLU,range_contraction,VOL_REGIME,100,long,281,0.5445,51.74,351.26,0.596,2.469,0.01355,14538.6,2.469,5.54
